ID,성별,나이,머리둘레,키,목뒤높이,샅높이,목밑둘레,가슴둘레,젖가슴둘레,젖가슴아래둘레,허리둘레,배둘레,엉덩이둘레,겨드랑둘레,어깨가쪽사이길이,팔길이,등길이,귀구슬사이머리위길이,귀구슬사이너비,귀바퀴뿌리-귀바퀴뿌리뒤직선길이,발직선길이,몸무게
5_0263,여,43,560,1591,1362,743,390,880,897,729,753,850,911,360,419,533,397,374,149,17,240,57.5
5_0264,여,49,540,1516,1291,688,393,835,847,745,770,818,840,360,357,516,382,371,142,20,226,45.3
5_0265,여,42,560,1593,1353,722,416,917,909,799,814,893,916,385,404,528,429,394,147,19,233,57
5_0266,여,12,530,1436,1214,669,344,680,652,603,536,684,748,270,350,462,323,346,130,16,217,33.5
5_0267,여,12,530,1453,1223,665,368,775,777,680,683,768,854,330,362,465,319,378,135,16,212,44.5
5_0268,여,44,550,1535,1304,713,394,830,890,743,782,896,944,375,400,505,385,385,140,15,236,60
5_0269,여,46,560,1590,1351,717,386,880,900,760,755,849,921,385,377,518,414,383,147,19,242,56
5_0270,여,45,550,1548,1320,701,353,782,790,726,655,789,836,327,365,505,375,365,129,16,230,43
5_0271,여,49,510,1545,1323,713,367,859,870,741,761,837,870,369,382,541,382,350,137,17,227,49
5_0272,여,42,550,1567,1329,722,384,885,887,785,765,819,959,368,396,522,375,377,136,18,240,59
5_0273,여,36,540,1559,1324,707,370,854,863,760,718,836,860,369,383,515,397,374,139,18,233,52
5_0274,남,21,590,1723,1464,780,409,913,855,829,692,736,895,409,419,561,453,395,148,20,249,60
5_0275,남,21,580,1780,1534,812,423,967,878,840,731,811,961,417,456,580,475,397,153,19,260,70
5_0276,남,19,580,1766,1494,818,432,916,866,820,739,786,910,410,431,592,447,382,149,18,270,63.5
5_0277,남,19,570,1676,1434,748,427,963,917,872,830,892,1003,428,405,537,414,402,150,22,240,75.5
5_0278,남,19,590,1912,1621,877,428,942,915,874,736,840,994,399,412,634,440,411,155,18,273,76
5_0279,남,19,580,1742,1501,806,424,962,913,856,810,829,981,421,450,573,453,388,134,22,262,75.5
5_0280,남,36,550,1643,1421,750,423,976,960,912,905,926,965,430,432,555,432,384,145,23,263,73.3
5_0281,남,20,580,1613,1363,724,390,863,826,781,674,703,862,379,403,535,415,410,151,18,238,52.5
5_0282,남,21,600,1680,1427,799,397,920,860,805,728,750,896,380,442,546,392,384,143,18,237,58
5_0283,남,22,570,1678,1424,750,415,979,959,888,845,889,1001,432,428,552,420,394,152,17,235,73.5
5_0284,남,20,560,1723,1462,793,423,979,905,855,732,760,893,425,450,574,431,382,149,20,244,66
5_0285,남,21,560,1628,1386,759,405,890,854,791,696,756,845,400,487,545,420,378,145,18,248,55
5_0286,남,23,570,1698,1426,775,415,881,834,812,711,733,871,393,427,565,407,398,146,19,252,59
5_0287,남,18,560,1681,1424,765,405,827,763,740,662,710,862,382,378,546,403,383,151,21,246,56
5_0288,여,59,560,1599,1349,694,405,937,968,824,873,964,960,389,438,510,418,385,146,20,223,66
5_0289,여,55,530,1576,1360,725,392,875,942,794,869,940,928,391,387,536,403,384,140,18,230,58.5
5_0290,여,60,580,1618,1378,699,388,880,916,820,784,935,939,402,404,543,407,384,141,20,240,63
5_0291,여,51,550,1556,1321,686,371,830,819,743,675,837,868,357,361,498,374,383,142,18,230,47.5
5_0292,여,55,540,1558,1339,721,378,905,933,790,851,960,918,386,393,522,396,360,142,22,230,58
5_0293,여,52,530,1605,1365,703,390,880,914,780,833,902,926,369,417,527,420,380,141,19,231,55.5
5_0294,여,43,540,1523,1284,688,377,883,904,796,750,870,902,360,354,518,352,363,135,15,232,52
5_0295,여,42,550,1585,1352,694,393,855,905,798,744,856,933,354,409,515,385,375,139,14,227,55.2
5_0296,여,59,550,1494,1273,689,362,878,885,768,769,896,892,379,358,487,374,373,135,19,209,50.5
5_0297,여,62,560,1558,1321,709,383,866,880,791,782,912,920,386,402,538,361,374,140,19,222,55
5_0298,여,41,560,1614,1383,726,394,860,841,765,767,811,923,386,374,525,421,383,141,18,226,57
5_0299,여,40,560,1643,1386,772,400,960,1020,810,863,882,978,410,385,555,399,387,143,19,236,69
5_0300,여,27,560,1691,1442,760,390,915,883,756,765,854,995,373,444,570,390,393,142,18,238,66
5_0301,여,57,530,1546,1313,673,388,810,829,730,677,775,855,364,373,505,407,349,140,20,217,46.5
5_0302,여,59,530,1523,1296,658,373,876,923,798,830,853,870,372,365,494,397,370,138,20,219,54
5_0303,남,31,570,1689,1443,752,439,970,940,908,860,852,955,430,433,582,456,394,143,20,255,70.5
5_0304,남,24,570,1732,1469,818,420,940,856,800,705,766,874,425,420,603,417,372,145,19,250,60
5_0305,남,24,550,1629,1383,734,417,905,865,819,763,809,926,420,438,544,421,383,139,19,244,61
5_0306,남,53,570,1645,1389,726,435,946,949,896,871,908,925,430,386,582,427,377,148,21,240,66
5_0307,남,16,560,1596,1351,761,376,806,746,708,648,720,836,372,382,542,368,387,136,20,228,50
5_0308,남,21,550,1697,1453,777,420,938,907,855,763,821,936,420,475,550,429,377,142,21,238,70
5_0309,남,12,550,1461,1228,704,340,773,754,714,706,720,807,329,357,505,333,381,136,18,215,40
5_0310,남,12,530,1329,1101,596,350,756,701,681,616,618,716,309,334,427,301,365,133,16,205,33
5_0311,남,24,590,1731,1485,808,459,1036,970,924,866,899,973,451,458,590,418,392,161,21,269,80
5_0312,남,74,550,1575,1355,722,420,925,942,887,880,930,887,425,385,544,403,370,148,20,240,60
5_0313,남,24,590,1669,1424,719,482,1110,1111,1036,1034,1034,1072,470,454,550,473,409,164,22,245,92
5_0314,남,26,580,1624,1370,732,406,966,936,884,843,846,951,415,452,543,401,374,151,20,240,69
5_0315,남,23,590,1761,1491,799,444,960,890,843,743,782,933,409,470,573,427,415,145,16,254,67.5
5_0316,남,23,560,1650,1416,785,391,915,869,849,753,771,890,390,416,569,410,387,145,20,242,58.2
5_0317,남,20,570,1627,1371,738,432,943,913,872,815,848,947,422,420,530,397,375,142,18,245,73
5_0318,여,22,560,1604,1362,761,373,880,858,738,746,864,915,367,398,546,368,380,137,17,231,61.5
5_0319,여,66,550,1573,1343,696,382,945,1020,860,915,1035,1056,420,396,553,394,383,146,22,228,74
5_0320,여,19,570,1594,1376,753,393,935,939,804,826,962,1003,398,409,534,396,374,137,20,230,69.5
5_0321,여,31,570,1666,1410,759,398,912,926,784,780,941,1004,392,415,555,387,376,145,20,245,67.5
5_0322,여,20,550,1575,1332,720,366,778,772,675,638,765,887,324,365,517,357,380,130,21,216,47.2
5_0323,여,20,580,1615,1364,745,378,820,774,656,609,760,861,330,398,524,357,392,138,20,229,49
5_0324,남,24,570,1791,1518,825,417,955,922,853,735,806,929,425,450,595,490,395,148,23,274,68.6
5_0325,여,23,530,1553,1319,696,360,819,786,685,624,772,840,323,386,495,345,364,135,16,229,44
5_0326,여,29,550,1540,1284,684,350,812,798,688,628,807,881,364,395,509,345,371,135,16,222,49.5
5_0327,여,60,540,1455,1234,665,378,783,816,722,757,881,852,330,357,476,321,363,135,22,211,46
5_0328,여,61,570,1550,1269,657,391,964,994,835,902,960,977,422,373,525,376,388,143,19,222,62.5
5_0329,여,64,540,1511,1288,673,386,902,1008,862,978,1000,1011,374,373,518,410,372,140,21,244,60.5
5_0330,여,21,580,1672,1441,786,369,798,811,709,660,914,956,360,389,553,405,369,136,18,235,55.5
5_0331,여,37,550,1625,1384,770,375,844,852,769,716,875,888,364,395,567,382,376,138,22,233,55
5_0332,여,9,530,1454,1246,697,328,676,658,585,556,605,692,293,350,486,327,342,125,18,216,30.6
5_0333,남,25,570,1714,1459,782,421,934,876,842,731,778,907,387,440,580,427,384,144,22,240,59.5
5_0334,여,22,580,1503,1273,678,375,907,935,772,745,834,932,395,404,513,373,382,146,18,221,59.5
5_0335,여,49,550,1550,1309,697,369,866,898,765,727,846,902,380,394,520,368,368,142,21,224,55
5_0336,여,49,550,1588,1351,725,371,865,890,773,751,882,886,370,402,533,398,365,140,21,236,53.5
5_0337,여,25,560,1603,1361,724,379,826,830,716,700,820,930,370,390,535,360,394,140,21,224,54.5
5_0338,여,44,560,1546,1327,700,388,917,1011,832,815,967,960,390,403,504,370,373,143,20,226,65.5
5_0339,여,52,570,1506,1297,664,366,939,991,812,842,898,925,403,380,513,381,384,153,23,217,64
5_0340,여,47,550,1477,1225,656,369,840,878,726,770,874,889,354,367,483,376,373,140,22,213,49.5
5_0341,남,28,590,1688,1424,719,400,945,891,845,751,783,942,430,443,545,423,395,150,24,238,66.3
5_0342,여,25,540,1552,1313,730,364,780,771,666,605,664,852,335,362,503,333,370,130,16,219,44.5
5_0343,남,9,520,1293,1080,587,322,710,698,652,674,674,730,310,337,425,295,385,129,18,200,33
5_0344,남,24,580,1774,1517,821,423,940,901,830,720,763,927,421,450,587,398,383,153,23,261,66.5
5_0345,남,23,540,1740,1448,786,389,920,876,802,696,721,898,395,438,577,453,363,136,19,243,60.5
5_0346,여,18,550,1627,1373,734,365,808,823,699,670,740,908,344,382,515,383,393,142,23,233,53
5_0347,여,18,560,1636,1394,756,339,788,762,672,615,724,871,317,398,544,383,358,136,26,240,48
5_0348,여,43,550,1540,1304,686,370,858,852,756,733,895,916,369,398,505,388,373,136,21,221,56
5_0349,여,39,550,1539,1297,713,377,920,922,805,735,867,877,384,371,506,346,364,134,17,236,53.5
5_0350,여,38,550,1540,1304,686,370,858,852,756,733,895,916,369,398,505,388,378,136,21,221,56
5_0351,여,71,550,1550,1305,681,393,910,943,820,885,916,876,370,390,525,371,383,146,25,237,53.8
5_0352,여,47,550,1478,1249,641,353,799,845,700,661,773,870,329,379,484,367,368,134,18,225,46.2
5_0353,여,51,570,1603,1370,730,375,937,1027,844,880,945,906,382,428,525,393,362,146,20,236,64
5_0354,여,52,570,1558,1326,700,375,869,924,790,797,932,939,385,360,521,378,384,135,18,236,59
5_0355,여,52,560,1556,1327,707,381,915,944,810,879,955,939,420,416,525,411,375,135,20,226,64.5
5_0356,여,14,540,1557,1319,729,348,785,752,680,651,763,850,320,402,533,357,344,130,18,226,44
5_0357,여,14,540,1577,1333,711,383,780,775,691,677,781,875,323,406,516,367,367,132,18,219,48.2
5_0358,여,14,540,1513,1291,696,336,732,715,629,578,713,833,309,355,516,365,365,126,15,209,39.5
5_0359,여,14,560,1568,1339,728,353,823,838,693,666,850,926,350,394,530,355,382,140,19,227,53
5_0360,여,46,560,1571,1313,683,363,834,832,746,694,770,891,356,383,505,356,378,144,20,229,53
5_0361,여,39,550,1558,1327,703,375,867,852,743,712,815,942,367,354,534,370,363,133,20,221,54.3
5_0362,여,55,540,1494,1269,671,370,855,890,764,770,995,906,389,365,514,381,372,131,19,219,52.5
5_0363,여,35,570,1580,1343,722,362,920,924,801,776,960,990,385,383,524,372,388,142,20,226,62.5
5_0364,여,40,580,1590,1331,711,380,890,873,756,770,945,965,407,388,530,374,405,137,20,228,60
5_0365,여,42,570,1674,1430,762,426,999,958,831,796,970,1000,411,441,556,402,385,136,21,230,72
5_0366,여,45,540,1625,1381,743,368,842,843,735,696,805,910,375,363,528,362,365,138,22,227,55.5
5_0367,여,49,550,1627,1385,753,374,827,834,732,690,861,937,387,393,533,365,362,132,22,227,55.7
5_0368,여,51,560,1554,1327,712,379,855,866,759,741,873,902,357,387,525,355,366,136,16,220,52
5_0369,여,30,560,1551,1338,709,391,928,923,765,854,945,1008,402,360,528,414,383,140,18,233,64.5
5_0370,여,21,570,1599,1358,709,400,900,884,770,732,960,1028,375,389,520,372,385,140,20,240,64
5_0371,여,21,560,1623,1378,743,377,858,833,739,695,854,908,353,403,521,362,380,141,17,230,54.5
5_0372,여,43,560,1568,1323,690,395,900,925,792,790,916,957,410,385,533,390,375,141,20,238,62
5_0373,여,51,540,1585,1364,700,379,906,960,833,851,951,926,386,393,532,414,385,141,22,234,61
5_0374,여,38,550,1536,1372,682,380,890,920,770,854,975,960,392,402,507,405,378,141,25,221,60
5_0375,남,74,570,1651,1426,761,410,925,920,885,846,859,923,411,401,574,429,380,160,29,251,66
5_0376,남,23,590,1729,1461,786,413,940,925,839,676,724,896,421,427,578,422,385,151,23,251,64.5
5_0377,여,35,530,1532,1306,692,372,880,864,738,735,879,902,374,378,508,352,356,137,19,226,52
5_0378,여,33,550,1547,1323,699,368,886,878,754,728,860,894,370,386,515,367,375,136,19,220,55.3
5_0379,여,37,570,1603,1370,737,347,861,843,749,702,856,924,348,383,532,386,375,135,20,246,55
5_0380,여,27,520,1681,1434,818,351,796,775,704,615,758,823,334,368,583,347,353,131,21,233,45.6
5_0381,여,27,540,1601,1366,710,380,890,857,752,691,789,949,373,412,505,357,383,141,18,216,58.5
5_0382,여,32,540,1541,1303,698,362,872,901,778,727,840,913,353,373,513,353,376,134,18,221,55.5
5_0383,남,23,580,1663,1415,784,411,895,853,818,746,769,867,388,446,575,413,394,153,22,251,58.5
5_0384,여,55,530,1454,1241,663,355,853,870,740,771,855,842,361,354,494,372,356,132,19,206,48.5
5_0385,여,21,550,1606,1363,744,358,776,765,689,644,708,836,331,395,525,377,373,138,17,227,44.5
5_0386,여,61,530,1503,1287,688,380,835,835,732,730,923,910,375,400,516,387,352,140,18,221,52
5_0387,여,70,530,1525,1317,694,390,944,977,834,925,977,945,393,385,514,413,353,139,24,218,61
5_0388,여,71,520,1366,1163,633,357,839,872,731,831,920,830,348,342,464,355,353,134,21,207,44.5
5_0389,여,33,560,1614,1370,683,363,876,868,745,713,865,932,400,364,542,383,388,140,23,226,58
5_0390,여,48,570,1527,1304,695,401,962,1057,885,996,1031,1010,405,390,534,425,374,144,19,218,71
5_0391,여,49,530,1446,1230,644,375,857,860,720,770,835,937,373,362,485,374,367,138,18,213,48.5
5_0392,여,54,530,1493,1270,673,389,987,1079,886,972,1068,968,407,408,506,393,360,143,14,223,66.5
5_0393,여,51,560,1507,1299,665,410,960,1006,893,908,1026,950,407,400,498,412,362,143,24,228,66.5
5_0394,여,63,540,1593,1357,738,382,898,893,792,790,947,925,378,378,551,345,360,140,22,228,57.5
5_0395,여,54,530,1508,1264,632,400,875,869,728,758,870,856,391,398,500,408,354,140,20,230,52.5
5_0396,여,60,530,1518,1309,695,403,936,1009,850,947,955,857,396,385,536,400,350,147,24,229,58.5
5_0397,여,20,560,1691,1454,788,365,860,851,746,675,821,939,373,395,581,374,385,145,21,241,60
5_0398,여,32,540,1524,1301,685,354,791,813,696,661,836,882,367,357,513,360,370,137,16,216,47.5
5_0399,여,30,550,1563,1318,716,340,795,767,670,617,681,825,332,364,518,350,374,138,21,215,43
5_0400,여,29,570,1599,1341,722,374,811,759,684,628,733,885,338,395,517,372,387,140,21,220,46
5_0401,남,20,,1736,1490,779,410,1030,980,903,822,850,934,450,481,587,446,391,159,20,225,72.3
5_0402,남,20,590,1604,1351,691,405,928,891,855,735,770,910,398,424,528,401,406,153,22,231,60
5_0403,남,23,580,1762,1513,785,436,970,917,863,825,832,971,448,437,585,435,408,153,19,238,73.5
5_0404,남,23,560,1754,1493,775,408,873,816,768,721,752,928,384,461,570,453,392,156,22,240,58.5
5_0405,남,23,560,1792,1522,806,409,929,885,839,780,826,962,421,406,597,433,380,149,21,266,68.4
5_0406,남,21,580,1668,1406,718,408,984,947,897,832,881,996,440,434,535,427,395,164,20,248,73
5_0407,남,58,580,1605,1365,699,422,980,975,949,964,855,909,415,414,564,413,366,157,21,248,63.3
5_0408,여,45,550,1455,1225,613,362,883,888,762,772,889,938,358,351,478,387,366,137,16,219,52.5
5_0409,여,57,540,1498,1275,672,378,898,955,808,867,902,872,375,360,529,381,360,143,22,216,54
5_0410,여,53,570,1515,1290,687,368,868,887,789,744,865,891,397,367,542,372,381,143,20,215,53.5
5_0411,여,59,540,1494,1263,632,380,939,993,810,813,925,914,387,376,473,370,377,142,18,214,58
5_0412,여,51,540,1524,1285,657,371,943,947,830,817,906,907,410,395,500,387,370,145,18,218,56.5
5_0413,여,42,540,1577,1347,715,342,795,819,731,742,863,914,345,392,533,412,366,145,18,238,52
5_0414,여,42,540,1630,1394,703,399,928,960,825,851,938,935,405,414,538,416,379,148,20,234,65
5_0415,여,43,550,1565,1335,701,393,921,955,863,841,985,1002,384,392,524,390,356,150,19,240,66.5
5_0416,여,48,520,1506,1297,673,368,864,910,776,750,841,875,357,345,507,393,363,136,15,217,49
5_0417,여,16,540,1581,1345,703,350,806,785,659,614,727,897,343,407,523,373,378,131,16,235,48
5_0418,여,15,550,1538,1308,675,374,930,960,800,817,954,982,400,406,497,394,387,143,19,221,67
5_0419,여,37,540,1573,1331,677,375,905,919,786,801,886,937,390,361,521,406,381,147,18,226,58
5_0420,여,9,500,1332,1123,596,317,609,585,560,490,532,648,256,320,423,288,355,133,19,197,24.5
5_0421,여,48,540,1609,1362,711,375,888,885,773,730,864,900,377,381,536,385,365,143,17,221,52
5_0422,여,48,560,1579,1342,705,375,888,903,813,715,854,900,389,383,522,363,391,144,20,237,53
5_0423,여,46,550,1576,1340,688,412,986,967,843,843,948,982,407,421,516,389,384,151,21,229,62.5
5_0424,여,52,560,1556,1322,661,390,923,930,819,813,923,964,401,396,530,405,356,146,21,226,60
5_0425,여,34,560,1506,1269,645,351,816,800,702,700,824,916,343,387,483,378,378,142,20,214,47.5
5_0426,여,47,560,1577,1343,695,380,895,903,799,765,861,893,366,410,500,402,381,146,19,225,55.7
5_0427,여,47,540,1603,1372,718,375,878,906,804,765,900,952,362,375,525,376,367,148,20,225,56.3
5_0428,여,40,550,1565,1336,699,378,844,855,735,722,907,967,376,395,533,376,378,134,18,231,54
5_0429,여,19,580,1625,1392,745,404,922,963,818,790,931,966,386,398,542,367,391,147,23,234,64
5_0430,여,20,530,1574,1333,696,377,806,809,690,645,746,908,356,381,516,368,370,134,17,224,47.5
5_0431,여,40,540,1512,1264,651,382,873,856,741,687,843,913,356,365,475,347,383,143,19,220,52
5_0432,여,44,560,1573,1343,686,393,931,903,755,783,877,967,383,396,526,403,371,145,21,230,59.5
5_0433,여,41,560,1563,1332,710,402,929,960,862,837,933,953,391,386,534,392,396,145,20,235,60
5_0434,여,16,550,1636,1395,758,376,917,933,821,790,890,956,388,391,562,393,383,141,18,228,61.5
5_0435,여,15,550,1508,1276,709,338,825,835,695,686,782,865,331,336,531,332,375,136,23,223,45
5_0436,여,54,570,1650,1412,745,392,998,1040,855,957,1030,1072,428,394,569,420,400,145,23,244,77.5
5_0437,여,63,540,1501,1283,662,374,910,924,777,825,897,878,367,345,520,404,355,142,21,220,50.5
5_0438,여,26,540,1559,1317,707,374,905,908,791,800,893,942,381,367,533,385,356,137,21,229,58.5
5_0439,여,24,550,1658,1418,744,385,911,907,765,723,810,1022,377,386,549,377,380,143,19,238,62.5
5_0440,여,36,560,1559,1313,678,358,911,962,786,780,886,937,378,385,496,403,383,139,23,219,58.5
5_0441,여,38,530,1546,1320,693,369,837,840,732,690,803,894,350,396,536,401,375,143,19,226,51
5_0442,남,9,540,1365,1148,636,355,727,697,662,653,678,770,320,342,472,296,378,145,24,216,37.4
5_0443,여,29,550,1556,1304,674,368,886,880,742,760,808,922,360,382,516,346,393,135,19,218,51.5
5_0444,여,46,530,1502,1275,647,362,880,874,767,802,877,891,374,380,505,402,377,140,19,220,50.5
5_0445,여,55,550,1532,1293,676,372,905,937,795,845,926,917,387,369,520,396,373,149,18,226,57
5_0446,여,44,570,1486,1246,641,382,884,929,765,808,845,873,383,357,489,378,392,143,22,207,52
5_0447,여,64,520,1476,1272,636,342,849,869,783,768,893,946,356,347,526,378,343,138,25,216,51.5
5_0448,여,50,570,1524,1304,678,422,1082,1185,1010,1090,1171,1123,444,398,520,442,378,149,18,231,88
5_0449,여,48,560,1591,1361,715,389,898,987,797,825,916,983,388,376,556,414,381,149,20,241,62.5
5_0450,여,44,540,1556,1315,658,363,878,905,762,796,925,960,380,369,513,408,363,140,21,225,58
5_0451,남,23,590,1764,1492,791,424,924,891,841,782,825,930,405,404,597,423,413,155,22,247,65.5
5_0452,남,25,560,1593,1371,691,450,1067,1044,977,1037,1041,1044,458,456,524,468,382,158,24,231,82
5_0453,남,20,560,1642,1379,714,386,910,889,852,647,685,843,393,394,560,380,368,149,22,233,55.5
5_0454,남,20,560,1742,1488,783,420,890,847,802,726,756,930,400,422,591,443,374,150,19,254,63
5_0455,남,19,570,1680,1430,758,396,890,829,793,670,720,937,421,387,570,411,382,154,21,245,61.5
5_0456,남,21,550,1725,1474,776,382,896,847,800,743,784,954,395,420,617,416,380,148,21,244,62.5
5_0457,남,23,530,1690,1427,758,439,863,798,742,685,722,866,379,421,561,423,359,147,20,256,53.7
5_0458,남,25,560,1784,1530,793,410,914,868,802,733,782,936,420,444,594,470,375,160,21,272,66.5
5_0459,남,19,570,1684,1419,747,408,868,827,784,716,763,913,396,437,533,425,378,145,20,242,59.5
5_0460,남,20,590,1710,1455,751,440,1028,997,935,872,924,1035,472,445,567,455,381,153,20,248,83.5
5_0461,남,20,560,1765,1469,787,410,930,864,805,737,799,942,410,415,587,421,397,145,19,253,64
5_0462,남,22,590,1758,1485,760,432,900,894,864,800,795,966,403,455,566,453,393,159,25,265,71
5_0463,남,24,580,1734,1473,773,414,1027,1080,936,812,862,932,440,432,605,406,376,151,19,265,73.5
5_0464,남,24,610,1784,1506,776,413,1029,975,925,812,831,989,435,450,582,455,414,163,21,254,80
5_0465,남,19,590,1756,1481,880,413,821,788,687,743,932,914,440,573,462,440,407,151,20,256,58.5
5_0466,남,19,570,1667,1392,726,403,847,791,750,685,738,860,367,401,555,402,387,142,20,250,53.5
5_0467,여,34,540,1585,1360,693,345,792,793,741,643,700,861,326,376,532,390,345,141,18,234,47.5
5_0468,여,7,510,1283,1079,575,290,603,605,554,510,528,667,256,316,410,293,343,133,15,206,27.5
