ID,성별,나이,머리둘레,키,목뒤높이,샅높이,목밑둘레,가슴둘레,젖가슴둘레,젖가슴아래둘레,허리둘레,배둘레,엉덩이둘레,겨드랑둘레,어깨가쪽사이길이,팔길이,등길이,귀구슬사이머리위길이,귀구슬사이너비,귀바퀴뿌리-귀바퀴뿌리뒤직선길이,발직선길이,몸무게
5_0872,여,71,550,1392,1186,608,389,923,1012,876,946,974,903,395,358,475,380,388,146,31,215,55.1
5_0873,여,71,530,1426,1194,620,356,888,975,821,929,1057,928,390,325,504,362,382,137,29,215,53
5_0874,여,42,560,1541,1301,676,382,927,915,795,844,900,983,397,388,517,419,393,143,22,223,62.1
5_0875,여,46,560,1580,1363,740,381,970,1097,959,1025,1103,1097,393,410,550,426,399,144,29,237,80
5_0876,여,34,560,1550,1312,669,378,860,837,750,722,793,887,358,405,500,383,388,143,24,236,52.1
5_0877,여,38,560,1585,1336,718,350,858,887,788,748,843,892,386,341,532,367,383,154,26,225,55.4
5_0878,여,48,570,1559,1329,702,375,902,901,780,734,910,955,387,409,542,365,385,148,27,234,59.9
5_0879,여,64,570,1547,1301,681,357,874,891,796,780,898,921,353,374,505,392,402,147,29,238,55.4
5_0880,여,57,570,1550,1319,687,412,985,962,852,934,986,932,415,424,520,406,391,151,28,235,66.3
5_0881,여,24,570,1608,1345,731,348,811,792,684,615,722,856,341,377,549,355,385,147,30,240,44.9
5_0882,여,23,560,1656,1400,757,358,820,815,693,619,787,904,334,371,547,403,384,145,25,228,50.1
5_0883,여,49,560,1573,1334,701,376,858,843,732,678,761,891,350,376,508,370,395,141,21,222,50.7
5_0884,여,56,570,1538,1304,670,348,822,831,735,712,836,930,358,353,535,360,375,145,24,214,52.7
5_0885,여,51,570,1455,1237,622,383,946,955,821,832,932,915,378,379,472,388,367,142,27,220,56.3
5_0886,남,69,560,1617,1376,687,437,1013,1021,972,1000,986,1000,434,421,547,432,398,157,35,246,73.8
5_0887,남,21,580,1638,1386,755,364,891,828,772,670,712,850,370,397,555,397,404,149,23,241,53.3
5_0888,남,63,560,1635,1391,740,377,885,830,777,740,760,851,385,396,544,430,397,153,26,233,52.1
5_0889,남,63,560,1660,1420,715,309,970,952,920,934,942,939,408,429,560,444,382,164,28,241,67.9
5_0890,남,72,550,1645,1421,727,398,995,1011,947,1008,977,994,414,402,570,444,376,152,28,249,72
5_0891,남,62,560,1701,1448,748,406,960,977,941,923,911,987,438,410,592,432,385,158,28,263,73.9
5_0892,남,62,560,1683,1440,766,412,911,924,892,898,860,911,412,381,575,436,393,147,28,242,62.5
5_0893,남,54,570,1600,1347,701,391,855,830,812,721,759,889,409,349,544,394,385,155,26,229,55.8
5_0894,남,39,600,1825,1554,822,442,1047,970,904,903,937,1031,483,475,627,465,417,164,23,267,84.7
5_0895,남,59,580,1672,1462,748,385,920,905,845,820,827,873,409,407,577,435,390,150,30,257,59
5_0896,남,40,570,1628,1380,718,420,989,922,883,831,804,919,405,439,537,407,387,160,24,240,64.2
5_0897,남,28,580,1690,1440,767,387,845,811,770,653,721,809,369,420,554,441,395,136,21,237,50
5_0898,남,27,580,1666,1434,775,408,970,883,816,813,822,926,411,392,584,420,393,157,23,247,65.2
5_0899,남,55,590,1667,1437,734,442,1049,998,961,920,913,994,455,435,617,425,387,157,25,256,77.9
5_0900,남,67,570,1665,1416,738,410,952,920,871,826,809,891,399,457,570,444,405,163,23,253,60.4
5_0901,남,55,570,1631,1412,746,407,941,926,892,900,868,905,404,362,565,420,384,153,25,234,63.1
5_0902,남,57,570,1667,1446,731,412,1031,1029,995,986,995,985,445,430,550,461,385,147,24,250,76.2
5_0903,남,32,570,1709,1465,747,410,918,885,841,792,832,934,418,397,556,464,412,151,23,260,67
5_0904,여,28,570,1653,1402,735,340,784,762,694,651,764,898,344,400,544,411,386,140,21,226,51.3
5_0905,여,27,550,1540,1296,694,342,757,760,660,621,695,858,329,371,515,357,381,144,26,220,44.1
5_0906,여,59,560,1690,1439,734,377,891,858,761,705,940,992,394,401,580,416,383,149,28,248,64.4
5_0907,여,28,580,1596,1349,711,380,860,918,774,753,828,892,367,397,525,384,405,145,24,231,55.9
5_0908,여,23,570,1628,1385,741,377,954,940,809,811,900,1016,400,402,571,394,401,154,24,235,68.2
5_0909,여,23,530,1515,1279,670,358,878,873,741,710,803,940,358,381,514,343,373,133,19,224,52.8
5_0910,여,44,580,1585,1334,661,358,852,872,769,721,805,932,390,362,506,377,384,152,24,222,56.8
5_0911,여,28,550,1524,1306,679,381,933,972,725,881,972,985,409,386,519,394,378,144,23,223,65.1
5_0912,남,71,550,1587,1338,687,370,826,806,800,737,754,839,370,405,543,404,370,150,26,248,50.4
5_0913,남,63,580,1629,1390,725,390,932,935,901,883,851,908,405,393,562,415,386,156,28,257,61.8
5_0914,남,65,560,1570,1330,649,392,900,890,855,818,836,956,426,396,532,428,370,148,25,241,62.2
5_0915,남,28,600,1747,1497,787,380,933,865,807,745,777,890,382,427,593,442,403,155,22,254,59.9
5_0916,남,30,590,1712,1470,782,426,1011,990,926,943,955,1002,434,406,585,426,399,161,22,255,77.8
5_0917,남,65,590,1635,1395,687,408,916,905,860,866,893,912,446,405,554,433,406,162,27,238,64.5
5_0918,남,32,590,1748,1483,776,417,949,887,850,793,834,940,443,435,590,432,402,161,26,251,68.2
5_0919,남,54,570,1561,1338,691,395,849,853,804,749,755,847,385,382,530,407,408,154,29,241,51.3
5_0920,남,34,580,1721,1474,768,418,1020,986,921,951,949,975,430,419,562,460,410,156,22,251,76.3
5_0921,남,50,560,1565,1334,668,375,856,852,827,760,791,841,377,367,521,437,397,146,24,222,49.7
5_0922,남,71,550,1641,1404,729,369,815,810,783,726,747,823,372,394,551,445,392,151,25,252,47.5
5_0923,남,72,560,1700,1467,756,404,938,936,899,915,904,917,426,399,590,456,400,158,28,250,64.8
5_0924,남,72,580,1562,1340,602,420,903,932,897,948,928,929,416,370,513,440,402,142,26,232,66.4
5_0925,남,68,570,1709,1464,768,396,956,914,850,825,837,930,429,404,587,451,411,153,25,254,66.8
5_0926,남,52,540,1655,1429,739,384,901,869,803,818,827,898,390,397,550,451,368,147,24,245,57.5
5_0927,남,20,600,1739,1491,750,429,1068,990,928,945,970,1083,449,440,567,455,409,170,26,247,89.6
5_0928,여,45,590,1611,1384,734,407,978,1019,887,913,922,991,392,432,564,424,411,156,27,235,71.4
5_0929,여,21,560,1666,1420,803,333,843,785,685,649,794,901,345,382,585,353,379,144,23,227,49.5
5_0930,여,22,550,1591,1349,701,353,825,856,720,681,792,899,354,377,516,365,380,151,23,221,50.1
5_0931,여,39,530,1488,1243,680,328,785,771,698,681,770,836,330,348,511,361,376,131,25,206,41.9
5_0932,여,40,570,1515,1285,674,361,872,887,761,726,848,931,377,343,515,367,375,142,24,218,51.8
5_0933,여,36,550,1569,1342,685,368,886,879,774,795,947,996,378,390,526,414,367,142,24,213,59.7
5_0934,여,31,570,1690,1436,760,355,882,870,760,708,823,931,378,385,560,373,388,146,23,239,60
5_0935,여,38,530,1594,1359,704,353,848,826,734,686,804,906,359,375,530,378,373,143,23,225,53.3
5_0936,여,59,540,1477,1257,656,371,956,979,844,898,943,915,391,363,533,391,357,147,25,230,58.3
5_0937,여,68,560,1529,1304,689,393,960,1033,884,974,1041,996,388,375,523,402,373,145,25,214,64.8
5_0938,여,65,560,1564,1342,704,398,993,1090,942,1033,1103,997,432,432,567,407,385,147,27,240,75.8
5_0939,여,36,560,1567,1327,673,371,902,896,773,762,848,969,393,374,527,385,394,145,25,236,59.2
5_0940,여,39,560,1539,1308,685,349,891,912,774,779,920,922,362,380,509,390,387,145,28,229,55.5
5_0941,여,33,550,1592,1350,686,366,887,886,794,771,864,970,383,373,528,368,386,136,21,230,60.1
5_0942,여,20,550,1639,1394,750,345,793,790,686,631,729,942,353,366,535,382,374,146,23,251,54.3
5_0943,여,55,550,1522,1280,671,374,965,998,860,902,996,996,408,378,525,391,361,144,24,216,64.1
5_0944,여,65,560,1546,1318,677,374,896,933,829,893,899,901,385,375,530,399,377,145,29,226,55.7
5_0945,여,52,560,1608,1374,717,383,969,978,817,814,940,975,386,405,553,425,377,145,26,240,63.2
5_0946,여,25,550,1629,1384,741,356,872,834,717,679,759,922,358,387,550,372,392,143,22,229,54.1
5_0947,여,54,540,1563,1329,721,357,837,857,739,761,870,894,368,376,554,390,367,144,27,228,49.8
5_0948,여,22,550,1631,1387,735,346,844,805,694,637,745,908,360,414,539,374,385,134,18,230,50.7
5_0949,남,22,580,1718,1466,763,388,927,867,803,751,756,940,394,397,558,453,383,146,26,259,64.9
5_0950,남,22,590,1765,1509,799,420,937,890,843,781,808,948,416,436,585,449,407,154,22,269,70.9
5_0951,남,54,560,1644,1419,722,418,996,981,935,954,976,951,419,434,547,432,362,158,27,255,71.2
5_0952,남,25,590,1828,1570,829,418,1077,1070,959,919,922,994,466,455,650,507,402,150,29,263,83.6
5_0953,남,19,580,1740,1504,790,421,1000,964,938,900,920,1039,439,410,604,443,414,151,26,268,83.2
5_0954,남,32,590,1823,1549,843,414,975,920,849,756,833,925,400,444,592,455,399,158,23,269,67.9
5_0955,여,22,550,1519,1286,678,340,825,805,778,632,795,930,359,386,497,353,375,141,24,214,49.7
5_0956,여,27,570,1516,1281,648,379,903,937,794,803,931,1013,392,375,485,362,385,148,25,217,63.3
5_0957,여,25,560,1579,1339,725,333,827,796,722,666,761,880,346,366,510,383,380,147,21,235,47.3
5_0958,여,23,550,1583,1325,691,360,850,829,717,654,729,913,356,386,514,373,379,145,25,227,51.2
5_0959,여,20,550,1528,1281,685,344,814,801,690,633,724,877,345,377,520,360,385,139,24,226,45.9
5_0960,여,35,520,1510,1295,683,345,870,779,750,715,841,874,363,353,507,367,350,139,25,216,47.8
5_0961,여,39,560,1634,1378,740,378,927,922,810,786,892,926,390,391,553,370,399,145,25,230,58.9
5_0962,여,41,550,1581,1349,705,359,920,921,788,819,997,1041,380,415,527,405,387,142,27,231,64.6
5_0963,여,43,560,1520,1290,684,376,927,949,841,913,1022,980,390,380,527,385,390,145,24,219,62.9
5_0964,여,37,560,1609,1376,724,389,1032,1033,878,852,928,974,400,424,540,386,387,144,23,236,67.3
5_0965,여,38,560,1549,1303,682,365,840,818,737,676,802,862,356,387,503,372,405,148,24,230,49.2
5_0966,여,28,540,1579,1336,691,354,906,942,772,817,821,940,381,372,515,418,386,150,22,219,60.2
5_0967,여,54,580,1589,1366,713,419,1060,1100,947,975,1043,1000,430,390,537,425,372,151,27,233,80.1
5_0968,여,68,570,1535,1311,657,404,974,1005,916,942,993,932,395,391,528,420,401,150,25,225,67.5
5_0969,여,62,540,1447,1240,661,345,866,906,804,826,908,929,374,344,500,382,365,140,26,225,52.1
5_0970,여,60,560,1557,1301,677,366,883,932,805,801,856,894,389,354,516,380,367,152,28,219,54.9
5_0971,여,26,590,1581,1330,704,367,847,844,734,662,807,925,349,387,527,364,403,145,24,233,52.6
5_0972,여,64,570,1495,1265,651,370,932,933,823,811,920,880,357,375,516,354,402,145,28,218,53
5_0973,여,25,540,1575,1339,721,365,820,794,725,663,806,952,348,371,533,372,372,139,23,231,51.5
5_0974,여,53,570,1602,1363,720,382,921,935,850,820,977,1053,410,422,554,382,395,150,29,241,67.7
5_0975,여,59,540,1560,1336,705,348,858,854,752,706,820,876,362,398,532,370,381,137,23,229,47.1
5_0976,여,43,550,1465,1239,624,369,875,884,766,753,837,866,380,372,485,335,385,145,23,211,48.8
5_0977,여,40,560,1555,1316,678,354,851,849,745,692,859,921,373,354,512,360,389,141,21,222,54.1
5_0978,남,21,590,1739,1474,798,408,951,902,832,739,773,917,410,449,583,436,412,155,27,258,64.1
5_0979,남,52,590,1687,1442,744,408,945,942,879,927,927,955,428,423,563,462,404,163,27,253,70.7
5_0980,남,73,570,1659,1428,748,412,923,919,865,791,856,923,427,382,542,438,390,158,25,257,64.7
5_0981,남,63,570,1684,1451,763,383,881,872,834,841,823,877,402,399,569,458,385,151,27,244,58.3
5_0982,남,26,610,1762,1509,801,412,1010,975,934,801,837,992,445,446,598,441,412,159,29,271,77.2
5_0983,남,65,570,1605,1377,683,417,941,949,900,930,914,935,404,413,534,433,366,161,20,231,65.3
5_0984,남,53,580,1642,1385,741,407,906,883,825,750,808,928,414,433,558,415,375,149,25,240,58.2
5_0985,남,23,580,1661,1401,739,400,937,910,867,800,831,931,418,411,550,419,407,151,26,237,66
5_0986,남,23,560,1626,1381,737,390,982,940,856,736,748,881,395,428,561,411,401,147,22,240,58.1
5_0987,남,29,550,1750,1497,837,399,987,936,873,765,883,960,413,430,600,422,384,154,25,258,66.9
5_0988,남,23,570,1660,1401,741,395,914,879,840,740,747,917,424,402,554,425,402,152,26,251,63.6
5_0989,남,24,570,1730,1478,779,381,933,877,828,760,785,924,408,436,573,445,396,158,24,255,63.4
5_0990,남,9,540,1269,1039,574,318,690,670,635,605,619,702,294,327,414,277,370,137,24,205,30.4
5_0991,남,8,520,1271,1051,580,320,703,658,624,598,600,675,285,330,420,303,378,136,27,205,29
5_0992,남,11,560,1456,1235,679,343,817,781,728,758,783,833,339,373,502,332,388,139,30,222,45.6
5_0993,남,12,550,1521,1295,731,334,733,695,670,622,663,802,315,414,510,355,384,151,25,244,41.2
5_0994,남,23,580,1731,1481,812,426,1035,990,937,833,853,995,433,433,600,424,411,156,27,269,79.2
5_0995,남,26,570,1648,1419,735,392,968,920,870,721,787,952,421,412,562,416,394,156,22,239,65.9
5_0996,남,27,600,1742,1495,781,432,1062,1022,954,917,935,999,436,465,604,446,424,163,26,257,83.6
5_0997,남,25,560,1660,1424,759,407,932,892,827,753,782,911,421,400,565,416,394,149,22,237,60.7
5_0998,남,26,560,1731,1485,769,409,1006,960,889,732,762,911,428,460,580,460,386,151,22,258,63.7
5_0999,남,24,600,1723,1480,744,420,1040,1016,940,831,878,1042,442,457,564,467,414,159,22,250,82.1
5_1000,남,39,580,1681,1424,722,420,989,932,890,910,924,1004,434,435,545,452,401,157,24,239,76.6
5_1001,남,70,560,1607,1395,718,410,958,953,895,896,883,950,434,400,561,440,362,150,30,240,69.4
5_1002,남,26,590,1659,1423,728,398,1028,1002,933,870,878,958,439,434,560,439,390,162,26,232,77.2
5_1003,남,24,600,1729,1464,753,399,895,845,796,725,760,902,394,454,547,454,412,155,22,240,61.9
5_1004,남,25,600,1858,1605,853,418,1072,1024,954,873,910,1002,363,484,612,486,405,171,23,265,89.2
5_1005,여,22,570,1649,1405,741,361,862,830,740,688,804,1020,360,364,561,381,380,154,23,251,58.8
5_1006,여,30,560,1509,1280,660,357,850,853,770,720,822,902,356,366,500,355,383,148,25,214,51.4
5_1007,여,30,570,1560,1322,694,360,899,885,752,712,790,940,380,385,523,364,376,144,24,222,54.5
5_1008,여,64,550,1553,1340,675,387,890,944,793,810,556,939,395,400,515,416,374,147,28,234,58.4
5_1009,여,62,530,1430,1214,655,373,873,877,765,842,889,890,376,373,517,364,361,141,24,226,48.3
5_1010,여,38,530,1461,1250,657,342,801,787,685,671,716,867,335,355,496,384,369,141,21,200,42.8
5_1011,여,69,560,1526,1298,656,373,895,953,839,895,911,928,373,387,513,398,376,151,26,224,60.4
5_1012,여,65,560,1557,1329,660,390,951,1010,882,929,972,954,394,386,543,443,393,153,23,228,63.4
5_1013,여,66,550,1480,1265,618,373,944,997,859,915,913,947,406,400,525,423,393,151,29,215,62.1
5_1014,여,23,530,1505,1260,671,338,764,776,668,604,674,826,330,365,494,336,370,129,18,217,42.1
5_1015,남,22,600,1921,1670,891,438,1107,1073,1003,1017,1028,1129,498,476,692,498,417,164,28,280,107.3
5_1016,남,30,570,1747,1507,793,428,1060,1004,947,915,950,986,442,456,598,446,407,166,26,244,81.6
5_1017,여,46,560,1698,1455,782,373,864,863,775,736,895,953,368,398,588,398,392,154,25,259,59.1
5_1018,여,41,540,1547,1319,673,346,875,898,739,784,872,923,360,380,520,424,367,142,19,229,55
5_1019,여,21,550,1610,1366,748,354,764,747,665,613,781,864,337,385,535,362,379,146,22,241,47.2
5_1020,여,21,570,1607,1355,735,338,837,831,727,692,867,926,348,379,524,360,403,135,20,233,52.8
5_1021,여,19,570,1587,1359,741,367,790,767,691,658,762,873,341,377,545,370,390,139,21,231,45.8
5_1022,여,26,560,1513,1280,672,371,826,821,716,650,738,873,340,370,513,352,382,143,20,217,45.2
5_1023,여,67,550,1488,1267,656,374,891,919,817,842,964,951,380,383,520,385,384,148,26,226,56.4
5_1024,여,28,570,1515,1290,689,365,752,747,682,643,710,882,340,371,500,369,388,145,20,221,46.6
5_1025,여,31,540,1506,1282,670,355,801,797,702,652,774,864,338,359,500,361,369,136,26,209,43.9
5_1026,여,28,550,1513,1290,674,356,901,885,777,753,797,875,381,355,500,399,371,136,23,213,50.5
5_1027,여,29,560,1645,1384,748,358,847,850,728,765,817,913,368,396,560,395,403,146,22,227,56.3
5_1028,여,33,550,1661,1417,744,352,849,831,765,711,794,906,346,405,548,404,381,143,22,242,53.2
5_1029,여,36,570,1487,1245,638,360,878,855,734,769,780,898,373,376,489,385,369,146,21,218,51.6
5_1030,여,33,570,1604,1375,734,380,950,945,816,857,964,976,407,395,561,406,378,148,24,231,72.4
5_1031,여,66,570,1536,1310,648,401,950,1000,858,918,933,964,419,390,534,429,401,151,25,229,65.2
5_1032,여,67,530,1530,1308,685,378,936,952,818,884,972,960,410,387,515,404,370,141,23,224,61.2
5_1033,여,68,570,1556,1323,681,399,1020,1068,940,1059,1085,1020,437,414,543,393,390,149,25,237,75.7
5_1034,여,62,560,1476,1245,661,333,845,875,745,770,880,857,379,340,519,385,395,146,23,219,47.4
5_1035,여,30,550,1530,1297,684,332,824,823,732,693,816,891,335,359,515,370,377,137,22,218,47.8
5_1036,여,22,580,1649,1391,742,365,805,776,695,645,764,923,336,410,545,384,403,141,19,232,51.4
5_1037,여,67,570,1589,1353,690,388,940,1007,886,906,936,930,413,364,544,417,397,149,23,243,61.3
5_1038,여,67,550,1473,1256,634,366,898,945,830,880,928,900,381,365,493,403,378,146,25,221,56.6
5_1039,여,24,570,1625,1399,777,363,827,817,722,684,788,906,341,403,565,377,380,160,26,217,52.5
5_1040,여,67,570,1508,1272,634,372,962,992,876,933,978,926,406,365,509,382,364,147,29,216,64
5_1041,여,57,560,1538,1315,672,362,894,932,793,819,881,954,388,416,542,413,391,134,24,214,56
5_1042,여,68,530,1565,1349,713,365,842,889,812,813,886,911,377,333,557,373,410,148,25,221,51.3
5_1043,여,22,560,1637,1382,747,334,804,777,686,632,726,949,357,382,541,370,383,147,25,218,49.7
5_1044,여,22,550,1675,1426,769,347,848,852,710,668,766,940,356,386,570,370,372,137,24,224,57.6
5_1045,여,68,560,1477,1249,661,376,847,826,802,860,960,910,364,353,518,355,380,149,27,217,51.9
5_1046,여,50,570,1611,1369,721,374,848,883,785,710,764,916,374,345,533,380,382,152,26,237,55.6
5_1047,여,45,560,1681,1440,762,364,933,928,794,784,899,994,391,426,577,411,398,151,24,234,66
5_1048,여,48,570,1523,1298,685,371,917,942,800,779,891,933,381,379,526,388,377,145,24,206,57.5
5_1049,여,28,550,1621,1371,752,348,761,780,676,640,810,872,328,390,535,355,378,138,24,211,48.2
5_1050,여,38,560,1544,1314,701,360,872,894,764,773,905,945,378,400,518,392,392,145,20,209,55.7
5_1051,여,62,550,1508,1284,675,375,915,950,830,891,1008,963,389,386,514,379,374,138,24,218,61.2
5_1052,여,32,580,1646,1411,743,405,980,1000,883,919,905,1014,426,420,545,440,407,154,21,227,73.9
5_1053,여,35,560,1537,1312,677,369,887,868,739,768,871,950,369,392,490,399,381,158,23,212,58.2
5_1054,여,40,570,1542,1295,666,378,837,894,792,758,806,933,365,374,500,402,399,142,20,209,55.5
5_1055,여,27,540,1598,1376,748,335,760,742,669,627,760,850,333,367,525,379,372,134,23,210,42.4
5_1056,여,24,560,1584,1342,687,370,860,859,755,701,801,960,358,400,515,385,413,143,21,210,54.3
5_1057,여,35,560,1582,1344,687,374,876,839,748,720,922,990,369,400,513,375,388,144,26,217,60.2
5_1058,여,48,570,1525,1289,668,356,831,855,783,690,866,919,382,317,507,354,397,152,24,211,52.6
5_1059,여,45,570,1607,1376,729,374,906,882,809,725,895,944,357,386,555,390,380,141,23,220,58.1
5_1060,여,49,560,1592,1358,717,370,970,996,876,930,1046,1035,405,383,540,395,391,142,21,212,69.3
5_1061,여,44,560,1600,1357,712,361,890,874,770,763,880,935,387,385,530,409,387,145,20,218,57.2
5_1062,여,49,550,1507,1263,651,357,850,890,733,705,850,924,368,355,483,346,373,142,19,204,50.9
5_1063,여,49,550,1503,1287,688,377,946,970,843,855,977,962,395,366,504,397,383,148,23,213,61.4
5_1064,여,65,540,1541,1325,694,367,1007,1045,887,938,1025,972,379,384,529,395,383,141,29,216,64.5
5_1065,여,23,570,1680,1432,770,381,947,891,805,814,878,964,387,432,559,418,380,141,18,225,63.6
5_1066,여,62,540,1531,1300,677,387,952,962,923,900,959,927,394,380,516,382,390,142,27,198,59.7
5_1067,여,61,560,1495,1278,679,373,975,1040,917,955,1000,959,380,375,514,389,387,146,24,207,62.7
5_1068,여,19,550,1605,1362,719,360,859,842,723,665,755,922,354,435,515,370,381,137,19,214,53.8
5_1069,여,19,550,1585,1337,702,363,888,897,787,753,858,943,365,397,521,356,398,145,20,214,61
5_1070,남,63,570,1610,1384,691,401,920,938,878,807,890,889,401,400,555,429,407,153,25,227,63.2
5_1071,남,70,560,1588,1361,711,336,940,931,863,897,883,910,414,416,547,437,380,154,24,215,60.4
5_1072,남,31,580,1730,1475,801,420,931,894,858,779,789,942,428,445,617,427,397,157,23,237,70.1
5_1073,남,32,580,1778,1541,798,439,1051,1009,957,858,900,1009,442,464,585,472,384,165,25,254,80.9
5_1074,남,24,570,1788,1542,828,455,1004,954,868,860,896,1003,420,484,615,474,414,157,24,238,78.9
5_1075,남,24,600,1716,1452,745,443,1038,945,897,841,858,973,450,417,581,423,423,158,24,232,76
5_1076,여,66,570,1555,1306,658,350,867,884,793,826,956,936,370,376,535,383,386,151,29,220,54.3
5_1077,여,62,550,1498,1277,637,380,898,942,835,942,1020,980,367,398,521,389,364,147,26,217,58.4
5_1078,여,60,550,1542,1320,682,389,884,932,816,869,940,925,380,378,534,415,380,145,24,207,57
5_1079,여,38,570,1535,1305,691,368,868,851,770,742,849,950,350,386,517,382,374,148,24,211,55.7
5_1080,여,60,560,1547,1312,653,356,938,969,810,811,988,990,393,385,530,390,358,144,26,224,62.8
5_1081,여,57,580,1498,1271,654,364,885,909,815,749,864,885,350,382,501,354,388,143,23,215,53.2
5_1082,여,20,570,1638,1395,755,387,888,870,775,755,851,975,360,415,555,395,399,144,22,229,59.6
5_1083,여,46,550,1559,1330,707,375,812,813,729,709,777,909,364,372,521,405,391,145,20,217,48.9
5_1084,여,12,530,1504,1261,709,315,672,641,600,544,614,750,308,360,483,314,361,137,21,206,33.6
5_1085,여,12,530,1408,1179,656,312,684,665,617,584,650,749,289,338,462,287,362,136,19,192,32
5_1086,남,26,570,1745,1481,787,407,926,866,819,743,774,914,422,441,599,445,401,158,21,238,64.9
5_1087,남,28,570,1579,1329,667,411,982,960,930,829,824,954,419,416,512,422,387,156,26,224,69.7
5_1088,남,24,570,1737,1489,780,413,926,891,850,790,796,926,408,442,584,440,390,164,21,243,65.6
5_1089,여,23,560,1636,1402,773,361,835,825,723,684,821,961,342,385,550,362,383,147,22,240,53.4
5_1090,여,58,560,1618,1397,727,388,975,998,885,939,1000,999,431,393,549,428,385,151,23,241,69.9
5_1091,남,25,600,1761,1509,789,408,947,875,833,699,728,878,412,391,570,462,404,161,28,251,59.7
5_1092,남,25,580,1671,1421,732,399,914,860,815,774,805,953,411,432,566,422,400,153,20,243,64.5
5_1093,남,32,600,1722,1463,748,402,914,890,848,804,812,946,404,422,554,450,412,156,23,242,67
5_1094,남,36,570,1747,1488,783,425,1015,959,890,864,873,977,472,431,583,467,402,153,22,253,75.7
5_1095,남,29,600,1721,1461,781,430,957,931,879,778,813,957,416,464,570,450,414,163,19,249,69
5_1096,남,31,600,1697,1461,783,400,919,869,816,743,774,931,404,412,598,424,406,159,25,260,64.4
5_1097,남,41,600,1628,1390,730,399,975,931,861,864,946,945,405,424,545,434,402,157,25,242,66.7
5_1098,남,30,570,1709,1447,723,420,1085,1025,926,824,854,1004,445,447,540,465,397,165,23,249,78.4
5_1099,남,29,590,1662,1422,737,430,1012,962,930,817,842,963,432,416,545,439,402,157,23,243,71.8
5_1100,남,31,580,1878,1617,895,442,1021,968,918,864,872,981,449,464,665,460,406,158,24,269,83
5_1101,남,20,590,1775,1493,801,433,1035,955,894,762,794,996,438,480,591,444,425,155,19,260,77.8
5_1102,남,62,540,1640,1398,738,401,893,859,839,827,830,884,411,379,554,421,360,149,23,235,57.5
5_1103,남,32,570,1608,1385,681,434,1060,1011,974,976,960,1022,420,427,537,437,393,153,21,245,87.3
5_1104,남,67,560,1596,1362,707,400,935,948,890,891,895,886,403,425,540,419,383,149,25,236,58.4
5_1105,남,39,590,1757,1496,756,438,1012,975,927,917,931,1017,431,461,577,466,392,159,18,248,81.4
5_1106,남,21,590,1738,1476,764,429,891,880,820,685,731,930,366,460,555,435,419,156,18,250,60.9
5_1107,여,19,570,1582,1333,710,352,839,822,717,688,748,931,353,383,520,363,384,145,18,224,54
5_1108,여,64,550,1508,1274,653,367,941,1012,872,938,1012,976,400,369,513,392,378,155,26,219,64
5_1109,여,66,570,1473,1247,647,362,939,981,855,925,982,955,402,363,515,384,394,147,28,225,61.2
5_1110,여,46,570,1578,1333,686,393,961,937,819,766,904,962,405,415,522,397,386,144,24,226,61.6
5_1111,여,22,550,1551,1330,692,335,878,874,757,706,807,940,363,396,512,364,365,136,18,224,55
5_1112,여,22,540,1589,1352,732,353,830,821,695,684,765,938,365,360,547,387,374,147,23,227,53.2
5_1113,여,22,550,1538,1313,682,336,877,862,742,705,782,998,381,372,504,385,378,146,18,225,57.4
5_1114,여,21,560,1549,1325,688,354,822,783,695,647,757,905,350,373,493,381,379,144,23,218,49.8
5_1115,여,47,570,1599,1363,691,371,930,907,794,797,827,1000,368,384,516,434,380,149,24,228,61.9
5_1116,여,17,550,1604,1375,721,355,803,776,706,650,689,912,330,391,523,377,384,145,19,224,49.8
5_1117,여,19,530,1581,1339,716,339,764,744,645,604,686,837,324,369,531,353,366,135,19,220,42.6
5_1118,여,19,550,1644,1405,795,370,818,807,706,657,777,899,360,390,569,375,379,151,21,225,49.4
5_1119,여,42,570,1566,1328,679,360,901,904,797,770,890,965,371,385,511,386,391,147,21,222,58.6
5_1120,여,27,520,1524,1306,700,366,801,809,703,675,809,876,345,360,512,367,379,137,20,209,46.6
5_1121,여,27,550,1555,1334,702,359,889,870,745,707,783,917,355,407,529,379,376,147,21,230,53.7
5_1122,여,44,550,1524,1290,646,351,816,773,692,612,809,857,350,396,483,380,377,144,22,225,45.6
5_1123,여,25,540,1481,1259,677,348,837,810,720,664,787,909,350,361,505,348,370,144,16,221,47.8
5_1124,여,21,560,1614,1377,737,362,872,855,761,732,870,970,359,397,565,362,391,147,20,230,59.9
5_1125,여,44,550,1601,1363,720,373,893,795,737,891,949,,393,370,541,326,373,145,19,226,60.8
5_1126,여,19,540,1586,1369,719,334,760,753,659,600,685,855,333,374,532,394,374,132,19,222,42.8
5_1127,여,19,560,1591,1348,721,358,825,787,698,637,747,890,336,406,528,360,377,145,21,227,47
5_1128,여,39,550,1553,1323,704,369,867,896,785,759,845,899,361,379,522,402,374,142,24,225,51.1
5_1129,여,50,560,1605,1364,701,390,906,963,843,793,872,966,374,428,555,402,396,147,24,239,63.3
5_1130,여,25,570,1633,1396,763,367,864,850,736,778,899,951,353,387,553,410,395,150,20,235,57.9
